Unnamed: 0,m/z,Composition,Glycan Structure,Name,Glycoprofiles
238,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:b-dglc-HEX-x:x
8s:n-acetyl
9b:b-dgal-HEX-x:x
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:b-dglc-HEX-x:x
14s:n-acetyl
15b:b-dgal-HEX-x:x
16b:a-lgal-HEX-x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(3+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15o(2+1)16d
",1990-5,['P1TS']
239,1990,Hex(5)HexNAc(5)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-lgal-HEX-x:x|6:d
5b:b-dglc-HEX-x:x
6s:n-acetyl
7b:b-dgal-HEX-x:x
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:b-dglc-HEX-x:x
12s:n-acetyl
13b:b-dgal-HEX-x:x
14b:b-dglc-HEX-x:x
15s:n-acetyl
16b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7o(3+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(3+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(3+1)14d
14:14d(2+1)15n
15:14o(4+1)16d
",1990-6,['P1TS']
240,2031,Hex(4)HexNAc(6)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:x-HEX-x:x
12s:n-acetyl
13b:b-dglc-HEX-x:x
14s:n-acetyl
15b:b-dgal-HEX-x:x
16b:x-HEX-x:x
17s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(-1+1)11d
11:11d(2+1)12n
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15o(-1+1)16d
16:16d(2+1)17n
",2031-1,"['P6TA-AG', 'P7TA-AG']"
241,2031,Hex(4)HexNAc(6)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:x-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10b:x-lgal-HEX-x:x|6:d
11b:x-dgal-HEX-x:x
12s:n-acetyl
13b:b-dglc-HEX-x:x
14s:n-acetyl
15b:b-dgal-HEX-x:x
16b:x-HEX-x:x
17s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(-1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9o(-1+1)10d
10:9o(-1+1)11d
11:9d(2+1)12n
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15o(-1+1)16d
16:16d(2+1)17n
",2031-2,"['P6TA-FG', 'P6TA-AG', 'P7TA-AG']"
242,2031,Hex(4)HexNAc(6)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:x-HEX-x:x
12s:n-acetyl
13b:b-dglc-HEX-x:x
14s:n-acetyl
15b:b-dgal-HEX-x:x
16b:x-HEX-x:x
17s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(-1+1)11d
11:11d(2+1)12n
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15o(-1+1)16d
16:16d(2+1)17n
",2031-3,"['P6TA-FS', 'P6TA-AG', 'P8H', 'P9H', 'P10H']"
243,2031,Hex(4)HexNAc(6)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:x-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10b:x-lgal-HEX-x:x|6:d
11b:x-dgal-HEX-x:x
12s:n-acetyl
13b:b-dglc-HEX-x:x
14s:n-acetyl
15b:b-dgal-HEX-x:x
16b:x-HEX-x:x
17s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(-1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9o(-1+1)10d
10:9o(-1+1)11d
11:9d(2+1)12n
12:1o(6+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:15o(-1+1)16d
16:16d(2+1)17n
",2031-4,"['P1TS', 'P6TA-FS', 'P6TA-AG', 'P8H', 'P9H']"
244,2031,Hex(4)HexNAc(6)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:x-HEX-x:x
8b:x-lgal-HEX-x:x|6:d
9s:n-acetyl
10b:b-dglc-HEX-x:x
11b:x-dgal-HEX-x:x
12b:x-HEX-x:x
13s:n-acetyl
14s:n-acetyl
15b:b-dglc-HEX-x:x
16s:n-acetyl
17b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(-1+1)7d
7:7o(-1+1)8d
8:7d(2+1)9n
9:3o(6+1)10d
10:10o(-1+1)11d
11:11o(-1+1)12d
12:12d(2+1)13n
13:10d(2+1)14n
14:1o(6+1)15d
15:15d(2+1)16n
16:15o(4+1)17d
",2031-5,['P1TS']
245,2062,NeuAc(1)Hex(4)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:x-dglc-HEX-x:x
12b:x-lgal-HEX-x:x|6:d
13b:x-dgal-HEX-x:x
14b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
15s:n-acetyl
16s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(-1+1)11d
11:11o(-1+1)12d
12:11o(-1+1)13d
13:13o(3+2)14d
14:14d(5+1)15n
15:11d(2+1)16n
",2062,['P10H']
246,2088,Hex(4)HexNAc(7),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:x-HEX-x:x
7s:n-acetyl
8s:n-acetyl
9b:b-dglc-HEX-x:x
10b:x-dgal-HEX-x:x
11b:x-HEX-x:x
12s:n-acetyl
13s:n-acetyl
14b:b-dglc-HEX-x:x
15b:x-dgal-HEX-x:x
16b:x-HEX-x:x
17s:n-acetyl
18s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:5o(-1+1)6d
6:6d(2+1)7n
7:4d(2+1)8n
8:3o(6+1)9d
9:9o(-1+1)10d
10:10o(-1+1)11d
11:11d(2+1)12n
12:9d(2+1)13n
13:1o(6+1)14d
14:14o(-1+1)15d
15:15o(-1+1)16d
16:16d(2+1)17n
17:14d(2+1)18n
",2088,"['P1TS', 'P4TI', 'P6TA-FS', 'P6TA-FG', 'P6TA-AG', 'P7TA-AG', 'P9H', 'P10H']"
247,2120,Hex(4)HexNAc(5)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9b:x-lgal-HEX-x:x|6:d
10b:x-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12s:n-acetyl
13b:b-dglc-HEX-x:x
14b:x-dgal-HEX-x:x
15b:x-HEX-x:x
16s:n-acetyl
17s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(-1+1)9d
9:8o(-1+1)10d
10:10o(2+1)11d
11:8d(2+1)12n
12:1o(6+1)13d
13:13o(-1+1)14d
14:14o(-1+1)15d
15:15d(2+1)16n
16:13d(2+1)17n
",2120-1,['P8H']
248,2120,Hex(4)HexNAc(5)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:a-lgal-HEX-x:x|6:d
7s:n-acetyl
8b:b-dglc-HEX-x:x
9b:x-dgal-HEX-x:x
10b:a-lgal-HEX-x:x|6:d
11s:n-acetyl
12b:b-dglc-HEX-x:x
13b:x-dgal-HEX-x:x
14b:x-lgal-HEX-x:x|6:d
15b:x-dgal-HEX-x:x
16s:n-acetyl
17s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:5o(2+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(-1+1)9d
9:9o(2+1)10d
10:8d(2+1)11n
11:1o(6+1)12d
12:12o(-1+1)13d
13:13o(-1+1)14d
14:13o(-1+1)15d
15:15d(2+1)16n
16:12d(2+1)17n
",2120-2,['P8H']
249,2136,Hex(5)HexNAc(5)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:b-dglc-HEX-x:x
13b:x-dgal-HEX-x:x
14b:x-dglc-HEX-x:x
15b:x-dgal-HEX-x:x
16s:n-acetyl
17s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:1o(6+1)12d
12:12o(-1+1)13d
13:13o(-1+1)14d
14:14o(-1+1)15d
15:14d(2+1)16n
16:12d(2+1)17n
",2136,"['P1TS', 'P6TA-FS', 'P10H']"
